Category,Recipient Name,Project Purpose,Project Location,Amount Requested ($000),senator,category,recipient_name,project_purpose,project_location,amount_requested_000
,,,,,Mark Warner,Labor-HHS-Education,University of Virginia,Funding will be used to provide mental health,Statewide/MultipleLocations,1000.0
,,,,,Mark Warner,Labor-HHS-Education,REACH Virginia,training. Funding will be used to provide professional,Statewide/MultipleLocations,1014.0
,,,,,Mark Warner,Labor-HHS-Education,Shenandoah Valley Scholars,development resources for educators. Funding will be used to provide college readiness,Statewide/MultipleLocations,100.0
,,,,,Mark Warner,Labor-HHS-Education,Latino Initiative Inc,support and services.,VA,
,,,,,Mark Warner,Labor-HHS-Education,Virginia Tech,Funding will be used to purchase equipment to,Statewide/MultipleLocations,1500.0
,,,,,Mark Warner,Labor-HHS-Education,New River/Mount Rogers,further artificial intelligence education and research opportunities. Funding will be used to provide work-based,Statewide/MultipleLocations,1447.0
,,,,,Mark Warner,Labor-HHS-Education,Workforce Development Area,learning.,VA,
,,,,,Mark Warner,Labor-HHS-Education,Consortium Board,To support the expansion of nurse clinician,Statewide/MultipleLocations,500.0
,,,,,Mark Warner,Labor-HHS-Education,University of Virginia,educator programs.,VA,
,,,,,Mark Warner,Labor-HHS-Education,Virginia Foundation for,Funding will be used to award college credits for,Statewide/MultipleLocations,990.0
,,,,,Mark Warner,Labor-HHS-Education,Community College Education,previous military learning.,VA,
,,,,,Mark Warner,Labor-HHS-Education,New River/Mount Rogers,Funding would be used to provide pre- and,Statewide/MultipleLocations,2781.0
,,,,,Mark Warner,Labor-HHS-Education,Workforce Development Area,post-release training to reduce recidivism.,VA,
,,,,,Mark Warner,Labor-HHS-Education,Consortium Board,Funding will be used to train and certify community,Statewide/MultipleLocations,110.0
,,,,,Mark Warner,Labor-HHS-Education,Worker Association,health care workers.,VA,
,,,,,Mark Warner,Labor-HHS-Education,Association for Professionals,Funding will be used to develop an accelerated,Statewide/MultipleLocations,300.0
,,,,,Mark Warner,Labor-HHS-Education,in Infection Control and,pathway for individuals in the health sciences field.,VA,
,,,,,Mark Warner,Labor-HHS-Education,Epidemiology,Funding will be used to provide supportive mental,Statewide/MultipleLocations,275.0
,,,,,Mark Warner,Labor-HHS-Education,Virginia,health resources for students.,VA,
,,,,,Mark Warner,Labor-HHS-Education,Virginia Humanities,Funding will be used to provide fellowships.,Statewide/MultipleLocations,1000.0
,,,,,Mark Warner,Labor-HHS-Education,Northwest Center,Funding will be used to provide training and,Statewide/MultipleLocations,350.0
,,,,,Mark Warner,Labor-HHS-Education,JASON Learning,professional development for early learning educators. Funding will be used to develop a food,Statewide/MultipleLocations,215.0
,,,,,Mark Warner,Labor-HHS-Education,Paul D. Camp Community,manufacturing curriculum. Funding will be used to expand workforce training.,Suffolk VA,1500.0
,,,,,Mark Warner,Labor-HHS-Education,College Foundation,To support Tazewell County in construction to,Tazewell County VA,4441.0
,,,,,Mark Warner,Labor-HHS-Education,Vanguard Landing,expand access to primary care. To support Vanguard Landing in providing,Virginia Beach City,100.0
,,,,,Mark Warner,Labor-HHS-Education,The Public Health Foundation,transportation to adults with disabilities to access services and live independently. To support the Public Health Foundation of Virginia,Virginia Beach City,700.0
,,,,,Mark Warner,Labor-HHS-Education,LHHS_Warner_CDS_Disclosure_24.pdf,Beach expansion of the Aging in Place and Mobile Integrated Health programs designed to support seniors in remaining their homes safely and independently,"Document created 06/05/2024,",402.0
,,,,,Mark Warner,Labor-HHS-Education,City of Virginia Beach,The purpose of this project is to expand the City,of Virginia Beach City,313.0
,,,,,Mark Warner,Labor-HHS-Education,The Public Health Foundation,Virginia Beach’s service delivery to include a Mobile Integrated Healthcare (MIH) program to serve the community through innovative and patient-focused approaches. To support the Public Health Foundation of Virginia,Virginia Beach City,750.0
,,,,,Mark Warner,Labor-HHS-Education,The Public Health Foundation,Beach to purchase a mobile health unit to provide non-medical services and support. To support the Public Health Foundation of Virginia,Virginia Beach City,700.0
,,,,,Mark Warner,Labor-HHS-Education,Washington County Public,Beach in building a nonprofit dental clinic to reduce barriers to accessing dental care in the Hampton Roads. Support Washington County Public Schools in,Washington County,750.0
,,,,,Mark Warner,Labor-HHS-Education,Schools--GreendaleElementary,developing an inclusive and accessible playground,VA,
,,,,,Mark Warner,Labor-HHS-Education,& Abingdon,for students. Funding would be used to support the development,Washington County,850.0
,,,,,Mark Warner,Labor-HHS-Education,College,of a healthcare simulation lab.,VA,
,,,,,Mark Warner,Labor-HHS-Education,Valley Health System,To support Valley Health System in providing,Winchester City VA,598.0
,,,,,Mark Warner,Labor-HHS-Education,Valley Health System,adolescent intensive outpatient behavioral health services. To support the Valley Health System's construction,Winchester City VA,1400.0
,,,,,Mark Warner,Labor-HHS-Education,Olivet Medical Ministries dba,"of a Mental Health Pavilion on the Campus of Winchester Medical Center, which would house the Adolescent Intensive Outpatient Program. To support the expansion of the Lackey Clinic to",York County VA,507.0
,,,,,Mark Warner,Labor-HHS-Education,Lackey Clinic,"increase capacity, doubling the number of patients met, to provide free dental services to the underserved Support William & Mary’s Virginia Institute of",York County VA,2400.0
,,,,,Mark Warner,Energy & Water Development,The Honorable Patty,"May 15, 2024 Murray The",Honorable John Kennedy,
,,,,,Mark Warner,Energy & Water Development,Chair,Ranking,Member,
,,,,,Mark Warner,Energy & Water Development,Subcommittee on,Energy and Water Subcommittee,on Energy and Water,
,,,,,Mark Warner,Energy & Water Development,Development,Development Committee,on Appropriations,
,,,,,Mark Warner,Energy & Water Development,SD-131,"SH-125 20510 Washington,",DC 20510,
,,,,,Mark Warner,Energy & Water Development,Dear Chair Murray,and Ranking Member Kennedy: neither I nor my immediate family has a pecuniary,interest in any of the,
,,,,,Mark Warner,Energy & Water Development,congressionally directed,spending items that I have requested in,the Fiscal Year 2025 Energy,
,,,,,Mark Warner,Energy & Water Development,Water Development,"appropriations bill, consistent with the requirements",of paragraph 9 of Rule,
,,,,,Mark Warner,Energy & Water Development,XLIV of the Standing,Rules of the Senate. None of the entities for,which I have requested,
,,,,,Mark Warner,Energy & Water Development,congressionally directed,"spending are for-profit entities. Sincerely, MARK R. WARNER United States Senator","Document created 05/15/2024,",303.0
,,,,,Mark Warner,Energy & Water Development,RecipientName,"Warner, Mark(D-VA) Energy and Water Development Congressionally Directed Spending Requests Project Purpose",Project Location,
,,,,,Mark Warner,Energy & Water Development,George Mason Funding will,be used to install a 350 kW array on top of the Fuse,Arlington County VA,2000.0
,,,,,Mark Warner,Energy & Water Development,University building at,"George Mason University’s Arlington County, Virginia be used to establish an emergency shelter back-up",City of Alexandria VA,1500.0
,,,,,Mark Warner,Energy & Water Development,"Alexandria,Virginia energy generation","system in the City of Alexandria, Virginia. be used to continue Preconstruction, Engineering,",City of Chesapeake,2000.0
,,,,,Mark Warner,Energy & Water Development,Engineers(Civil) and Design,(PED) activities for the North Landing Bridge,VA,
,,,,,Mark Warner,Energy & Water Development,Replacement,project. be used to support experimental basic research into,a City of Hampton VA,2500.0
,,,,,Mark Warner,Energy & Water Development,non-resonant,divertor to assist in the development of nuclear be used to initiate a General Reevaluation Report to,City of Norfolk VA,500.0
,,,,,Mark Warner,Energy & Water Development,Engineers(Civil) re-examine,"potential options to fortify communities in the City of as part of Norfolk’s Coastal Storm Risk project. be used to complete Preconstruction, Engineering,",City of Norfolk VA,4000.0
,,,,,Mark Warner,Energy & Water Development,Engineers(Civil) and Design,(PED) activities for the Elizabeth River and Southern project. be used to design beach renourishment activities for,City of Norfolk VA,500.0
,,,,,Mark Warner,Energy & Water Development,Engineers(Civil) beaches in,"the City of Norfolk, Virginia. be used to perform necessary annual maintenance",City of Norfolk VA,55305.0
,,,,,Mark Warner,Energy & Water Development,Engineers(Civil) dredging,of Norfolk Harbor and the Elizabeth River and raise the to restore capacity within the cells of Craney Island. be used to conduct necessary maintenance dredging,City of Norfolk VA,12587.0
,,,,,Mark Warner,Energy & Water Development,Engineers(Civil) activities,to maintain the lower and middle James River navigation be used to operate and provide for staff to maintain,City of Norfolk VA,5446.0
,,,,,Mark Warner,Energy & Water Development,Engineers(Civil) security and,"provide minimum maintenance including utility costs and Chesapeake Canal bridge, lock, waterway, for commerce traffic and navy military fuel barges per day, seven days per week. be used to perform channel surveys, update permits,",City of Norfolk VA,2525.0
,,,,,Mark Warner,Energy & Water Development,Engineers(Civil) and conduct,design work for proposed maintenance dredging of Creek be used to remove hazardous drift five days per week,City of Norfolk VA,8343.0
,,,,,Mark Warner,Energy & Water Development,Engineers(Civil) to prevent,"collisions with hulls and critical appendages and sinking commercial, and recreational craft, with capability to response to hazards seven days per week. be used to continue development of the Virginia",City of Virginia,1500.0
,,,,,Mark Warner,Energy & Water Development,Engineers(Civil) Beach Coastal,Storm Risk Management feasibility study that will,Beach VA,
,,,,,Mark Warner,Energy & Water Development,address the,"risk caused by storm surge flooding, waves, and formulate plans to manage the impacts coastal on the City of Virginia Beach, Virginia. be used for maintenance dredging of the critical ebb",City of Virginia,755.0
,,,,,Mark Warner,Energy & Water Development,Engineers(Civil) shoal in the,Rudee Inlet.,Beach VA,
,,,,,Mark Warner,Energy & Water Development,Army Corps of Funding will,be used to continue construction on a wastewater,Lee County VA,15750.0
,,,,,Mark Warner,Energy & Water Development,Engineers(Civil) infrastructure,"project in Lee County, Virginia.","Document created 05/15/2024,",303.0
,,,,,Mark Warner,Energy & Water Development,Army Corps of Funding will,be used to develop plans and specifications and,Mathews County VA,4477.0
,,,,,Mark Warner,Energy & Water Development,Engineers(Civil) award a maintenance,dredging contract to restore Davis Creek,in,
,,,,,Mark Warner,Energy & Water Development,Mathews,"County, Virginia to required dimensions. be used to create strategies to use water from",Statewide/MultipleLocations,1415.0
,,,,,Mark Warner,Energy & Water Development,Lab inundated,underground coal mines to cool advanced nuclear,VA,
,,,,,Mark Warner,Energy & Water Development,reactors and,identify locations for deployment that overcome concerns in the coalfields of Virginia. be used to support the installation of solar panels in,Statewide/MultipleLocations,364.0
,,,,,Mark Warner,Energy & Water Development,Chesapeake,"and Suffolk, Virginia.",VA,
,,,,,Mark Warner,Financial Services & General Government,The Honorable Chris,"May 9, 2024 Van Hollen The Honorable",Bill Hagerty,
,,,,,Mark Warner,Financial Services & General Government,Chairman,Ranking Member Services Subcommittee,on Financial Services,
,,,,,Mark Warner,Financial Services & General Government,and General Government,and General,Government,
,,,,,Mark Warner,Financial Services & General Government,Senate Committee,on Appropriations Senate Committee,on Appropriations,
,,,,,Mark Warner,Financial Services & General Government,SD-133,"SH-125 Washington,",DC 20510,
,,,,,Mark Warner,Financial Services & General Government,Dear Chairman Van,Hollen and Ranking Member Hagerty: neither I nor my immediate family has a pecuniary,interest in any of the,
,,,,,Mark Warner,Financial Services & General Government,congressionally directed,spending items that I have requested in,the Fiscal Year 2025 Financial,
,,,,,Mark Warner,Financial Services & General Government,Services and General,"Government appropriations bill, consistent",with the requirements of,
,,,,,Mark Warner,Financial Services & General Government,paragraph 9 of Rule,XLIV of the Standing Rules of the Senate. None,of the entities for which,
